sp_name,month,param_id,value
Alphington,1,API,0.53
Alphington,1,BPM2.5,9.09
Alphington,1,CO,0.16
Alphington,1,HPM10,12.76
Alphington,1,NO2,6.09
Alphington,1,O3,17.71
Alphington,1,PM10,17.66
Alphington,1,PPM2.5,7.2
Alphington,1,SO2,0.48
Alphington,2,API,0.61
Alphington,2,BPM2.5,10.22
Alphington,2,CO,0.24
Alphington,2,HPM10,17.13
Alphington,2,NO2,8.59
Alphington,2,O3,17.02
Alphington,2,PM10,18.62
Alphington,2,PPM2.5,8.5
Alphington,2,SO2,0.48
Alphington,3,API,0.49
Alphington,3,BPM2.5,6.92
Alphington,3,CO,0.22
Alphington,3,HPM10,19.3
Alphington,3,NO2,8.88
Alphington,3,O3,15.07
Alphington,3,PM10,16.32
Alphington,3,PPM2.5,6.77
Alphington,3,SO2,0.52
Alphington,4,API,0.6
Alphington,4,BPM2.5,8.58
Alphington,4,CO,0.31
Alphington,4,HPM10,18.5
Alphington,4,NO2,11.23
Alphington,4,O3,12.18
Alphington,4,PM10,15.68
Alphington,4,PPM2.5,7.73
Alphington,4,SO2,0.53
Alphington,5,API,0.58
Alphington,5,BPM2.5,9.42
Alphington,5,CO,0.36
Alphington,5,HPM10,16.33
Alphington,5,NO2,11.29
Alphington,5,O3,11.74
Alphington,5,PM10,14.89
Alphington,5,PPM2.5,8.03
Alphington,5,SO2,0.46
Alphington,6,API,0.68
Alphington,6,BPM2.5,10.25
Alphington,6,CO,0.43
Alphington,6,HPM10,16.87
Alphington,6,NO2,12.77
Alphington,6,O3,9.52
Alphington,6,PM10,13.42
Alphington,6,PPM2.5,9.57
Alphington,6,SO2,0.57
Alphington,7,API,0.55
Alphington,7,BPM2.5,7.94
Alphington,7,CO,0.32
Alphington,7,HPM10,12.76
Alphington,7,NO2,11.25
Alphington,7,O3,13.2
Alphington,7,PM10,11.59
Alphington,7,PPM2.5,7.11
Alphington,7,SO2,0.53
Alphington,8,API,0.51
Alphington,8,BPM2.5,8.01
Alphington,8,CO,0.31
Alphington,8,HPM10,11.4
Alphington,8,NO2,11.55
Alphington,8,O3,13.6
Alphington,8,PM10,11.82
Alphington,8,PPM2.5,6.36
Alphington,8,SO2,0.42
Alphington,9,API,0.48
Alphington,9,BPM2.5,6.44
Alphington,9,CO,0.28
Alphington,9,HPM10,10.22
Alphington,9,NO2,10.05
Alphington,9,O3,15.39
Alphington,9,PM10,13.27
Alphington,9,PPM2.5,6.66
Alphington,9,SO2,0.38
Alphington,10,API,0.45
Alphington,10,BPM2.5,7.09
Alphington,10,CO,0.22
Alphington,10,HPM10,14.72
Alphington,10,NO2,8.28
Alphington,10,O3,18.45
Alphington,10,PM10,16.59
Alphington,10,PPM2.5,5.71
Alphington,10,SO2,0.35
Alphington,11,API,0.45
Alphington,11,BPM2.5,6.37
Alphington,11,CO,0.2
Alphington,11,HPM10,17.52
Alphington,11,NO2,7.15
Alphington,11,O3,16.67
Alphington,11,PM10,16.3
Alphington,11,PPM2.5,6.02
Alphington,11,SO2,0.45
Alphington,12,API,0.47
Alphington,12,BPM2.5,7.27
Alphington,12,CO,0.2
Alphington,12,HPM10,19.84
Alphington,12,NO2,6.31
Alphington,12,O3,17.78
Alphington,12,PM10,17.52
Alphington,12,PPM2.5,5.93
Alphington,12,SO2,0.48
Altona North,1,NO2,5.28
Altona North,1,O3,17.72
Altona North,1,SO2,1.65
Altona North,2,NO2,6.61
Altona North,2,O3,17.73
Altona North,2,SO2,1.39
Altona North,3,NO2,7.46
Altona North,3,O3,16.2
Altona North,3,SO2,1.43
Altona North,4,NO2,10.74
Altona North,4,O3,13.68
Altona North,4,SO2,1.41
Altona North,5,NO2,12.24
Altona North,5,O3,10.85
Altona North,5,SO2,1.39
Altona North,6,NO2,13.15
Altona North,6,O3,12.2
Altona North,6,SO2,1.3
Altona North,7,NO2,12.43
Altona North,7,O3,13.26
Altona North,7,SO2,1.47
Altona North,8,NO2,10.87
Altona North,8,O3,17.51
Altona North,8,SO2,1.21
Altona North,9,NO2,10.2
Altona North,9,O3,17.0
Altona North,9,SO2,1.4
Altona North,10,NO2,8.02
Altona North,10,O3,22.32
Altona North,10,SO2,1.42
Altona North,11,NO2,6.64
Altona North,11,O3,19.66
Altona North,11,SO2,1.76
Altona North,12,NO2,6.21
Altona North,12,O3,17.39
Altona North,12,SO2,1.77
Box.Hill,1,API,0.51
Box.Hill,1,CO,0.08
Box.Hill,1,NO2,4.82
Box.Hill,1,O3,18.41
Box.Hill,1,PM10,20.1
Box.Hill,1,SO2,-0.85
Box.Hill,2,API,0.61
Box.Hill,2,CO,0.1
Box.Hill,2,NO2,7.03
Box.Hill,2,O3,18.23
Box.Hill,2,PM10,21.52
Box.Hill,2,SO2,-0.56
Box.Hill,3,API,0.48
Box.Hill,3,CO,-0.03
Box.Hill,3,NO2,7.53
Box.Hill,3,O3,15.97
Box.Hill,3,PM10,16.0
Box.Hill,3,SO2,-0.37
Box.Hill,4,API,0.56
Box.Hill,4,CO,0.24
Box.Hill,4,NO2,9.63
Box.Hill,4,O3,12.66
Box.Hill,4,PM10,16.19
Box.Hill,4,SO2,0.31
Box.Hill,5,API,0.51
Box.Hill,5,CO,0.29
Box.Hill,5,NO2,11.04
Box.Hill,5,O3,12.18
Box.Hill,5,PM10,13.3
Box.Hill,5,SO2,0.39
Box.Hill,6,API,0.54
Box.Hill,6,CO,0.32
Box.Hill,6,NO2,11.8
Box.Hill,6,O3,10.99
Box.Hill,6,PM10,11.82
Box.Hill,6,SO2,0.45
Box.Hill,7,API,0.49
Box.Hill,7,CO,0.3
Box.Hill,7,NO2,10.19
Box.Hill,7,O3,14.04
Box.Hill,7,PM10,10.13
Box.Hill,7,SO2,0.33
Box.Hill,8,API,0.46
Box.Hill,8,CO,0.24
Box.Hill,8,NO2,9.64
Box.Hill,8,O3,18.53
Box.Hill,8,PM10,11.23
Box.Hill,8,SO2,0.24
Box.Hill,9,API,0.46
Box.Hill,9,CO,0.23
Box.Hill,9,NO2,8.93
Box.Hill,9,O3,17.96
Box.Hill,9,PM10,13.28
Box.Hill,9,SO2,0.25
Box.Hill,10,API,0.44
Box.Hill,10,CO,0.11
Box.Hill,10,NO2,7.43
Box.Hill,10,O3,19.6
Box.Hill,10,PM10,15.15
Box.Hill,10,SO2,0.25
Box.Hill,11,API,0.45
Box.Hill,11,CO,0.05
Box.Hill,11,NO2,6.57
Box.Hill,11,O3,18.55
Box.Hill,11,PM10,16.15
Box.Hill,11,SO2,-0.52
Box.Hill,12,API,0.47
Box.Hill,12,CO,0.01
Box.Hill,12,NO2,5.9
Box.Hill,12,O3,16.85
Box.Hill,12,PM10,17.06
Box.Hill,12,SO2,-0.76
Brighton,1,API,0.5
Brighton,1,NO2,4.27
Brighton,1,O3,18.45
Brighton,1,PM10,19.17
Brighton,2,API,0.6
Brighton,2,NO2,5.92
Brighton,2,O3,17.95
Brighton,2,PM10,19.35
Brighton,3,API,0.47
Brighton,3,NO2,6.94
Brighton,3,O3,17.2
Brighton,3,PM10,15.7
Brighton,4,API,0.56
Brighton,4,NO2,9.5
Brighton,4,O3,14.66
Brighton,4,PM10,17.69
Brighton,5,API,0.52
Brighton,5,NO2,11.5
Brighton,5,O3,11.85
Brighton,5,PM10,15.32
Brighton,6,API,0.56
Brighton,6,NO2,11.69
Brighton,6,O3,10.36
Brighton,6,PM10,13.01
Brighton,7,API,0.5
Brighton,7,NO2,11.66
Brighton,7,O3,13.99
Brighton,7,PM10,12.36
Brighton,8,API,0.45
Brighton,8,NO2,10.02
Brighton,8,O3,17.62
Brighton,8,PM10,12.78
Brighton,9,API,0.47
Brighton,9,NO2,9.14
Brighton,9,O3,18.66
Brighton,9,PM10,14.98
Brighton,10,API,0.46
Brighton,10,NO2,6.4
Brighton,10,O3,21.85
Brighton,10,PM10,16.33
Brighton,11,API,0.44
Brighton,11,NO2,5.34
Brighton,11,O3,19.77
Brighton,11,PM10,16.96
Brighton,12,API,0.47
Brighton,12,NO2,4.51
Brighton,12,O3,18.2
Brighton,12,PM10,16.46
Brooklyn,1,API,0.59
Brooklyn,1,PM10,25.16
Brooklyn,2,API,0.68
Brooklyn,2,PM10,26.8
Brooklyn,3,API,0.55
Brooklyn,3,PM10,24.73
Brooklyn,4,API,0.65
Brooklyn,4,PM10,25.58
Brooklyn,5,API,0.54
Brooklyn,5,PM10,24.05
Brooklyn,6,API,0.59
Brooklyn,6,PM10,20.11
Brooklyn,7,API,0.5
Brooklyn,7,PM10,19.45
Brooklyn,8,API,0.46
Brooklyn,8,PM10,19.45
Brooklyn,9,API,0.49
Brooklyn,9,PM10,20.92
Brooklyn,10,API,0.49
Brooklyn,10,PM10,24.19
Brooklyn,11,API,0.5
Brooklyn,11,PM10,22.44
Brooklyn,12,API,0.53
Brooklyn,12,PM10,22.51
Churchill,1,BPM2.5,6.33
Churchill,2,BPM2.5,6.18
Churchill,3,BPM2.5,15.61
Churchill,4,BPM2.5,9.48
Churchill,5,BPM2.5,6.88
Churchill,6,BPM2.5,8.79
Churchill,7,BPM2.5,6.05
Churchill,8,BPM2.5,5.16
Churchill,9,BPM2.5,4.36
Churchill,10,BPM2.5,4.97
Churchill,11,BPM2.5,4.23
Churchill,12,BPM2.5,5.68
Dandenong,1,API,0.52
Dandenong,1,NO2,6.31
Dandenong,1,O3,17.7
Dandenong,1,PM10,21.94
Dandenong,2,API,0.62
Dandenong,2,NO2,8.16
Dandenong,2,O3,17.02
Dandenong,2,PM10,23.67
Dandenong,3,API,0.49
Dandenong,3,NO2,9.14
