sp_name,year,month,param_id,PV
Alphington,2013,1,API,375.13999999999936
Alphington,2013,1,PM10,13324.100000000002
Alphington,2013,1,PPM2.5,58.099999999999994
Alphington,2013,2,API,294.1000000000001
Alphington,2013,2,CO,35.00000000000003
Alphington,2013,2,NO2,1406.0
Alphington,2013,2,O3,2358.0
Alphington,2013,2,PM10,11120.09999999999
Alphington,2013,2,PPM2.5,67.30000000000001
Alphington,2013,3,API,309.84000000000003
Alphington,2013,3,CO,154.2999999999994
Alphington,2013,3,NO2,6735.0
Alphington,2013,3,O3,13451.0
Alphington,2013,3,PM10,13226.900000000007
Alphington,2013,3,PPM2.5,52.7
Alphington,2013,3,SO2,154.0
Alphington,2013,4,API,399.02999999999975
Alphington,2013,4,CO,222.7999999999993
Alphington,2013,4,NO2,8080.0
Alphington,2013,4,O3,8365.0
Alphington,2013,4,PM10,10821.200000000008
Alphington,2013,4,PPM2.5,76.5
Alphington,2013,4,SO2,305.0
Alphington,2013,5,API,452.12000000000006
Alphington,2013,5,CO,296.09999999999934
Alphington,2013,5,NO2,9363.0
Alphington,2013,5,O3,7700.0
Alphington,2013,5,PM10,12469.70000000001
Alphington,2013,5,PPM2.5,91.6
Alphington,2013,5,SO2,397.0
Alphington,2013,6,API,562.0799999999997
Alphington,2013,6,CO,407.8
Alphington,2013,6,NO2,10047.0
Alphington,2013,6,O3,5278.0
Alphington,2013,6,PM10,10988.800000000003
Alphington,2013,6,PPM2.5,122.29999999999998
Alphington,2013,6,SO2,560.0
Alphington,2013,7,API,370.0400000000005
Alphington,2013,7,CO,253.19999999999845
Alphington,2013,7,NO2,7630.0
Alphington,2013,7,O3,9417.0
Alphington,2013,7,PM10,8504.400000000005
Alphington,2013,7,PPM2.5,73.1
Alphington,2013,7,SO2,248.0
Alphington,2013,8,API,295.4900000000003
Alphington,2013,8,CO,156.6999999999993
Alphington,2013,8,NO2,6365.0
Alphington,2013,8,O3,12830.0
Alphington,2013,8,PM10,7650.399999999997
Alphington,2013,8,PPM2.5,43.8
Alphington,2013,8,SO2,100.0
Alphington,2013,9,API,336.4599999999999
Alphington,2013,9,CO,193.39999999999827
Alphington,2013,9,NO2,7291.0
Alphington,2013,9,O3,11253.0
Alphington,2013,9,PM10,10659.299999999992
Alphington,2013,9,PPM2.5,74.0
Alphington,2013,9,SO2,188.0
Alphington,2013,10,API,297.67000000000064
Alphington,2013,10,CO,130.29999999999941
Alphington,2013,10,NO2,5741.0
Alphington,2013,10,O3,12906.0
Alphington,2013,10,PM10,10692.599999999997
Alphington,2013,10,PPM2.5,52.9
Alphington,2013,10,SO2,210.0
Alphington,2013,11,API,293.4000000000001
Alphington,2013,11,CO,124.99999999999953
Alphington,2013,11,NO2,4806.0
Alphington,2013,11,O3,11913.0
Alphington,2013,11,PM10,10213.700000000006
Alphington,2013,11,PPM2.5,55.3
Alphington,2013,11,SO2,305.0
Alphington,2013,12,API,347.4300000000002
Alphington,2013,12,CO,122.69999999999995
Alphington,2013,12,NO2,4783.0
Alphington,2013,12,O3,11260.0
Alphington,2013,12,PM10,12304.90000000003
Alphington,2013,12,PPM2.5,61.4
Alphington,2013,12,SO2,381.0
Altona North,2013,1,NO2,3713.0
Altona North,2013,1,O3,12519.0
Altona North,2013,1,SO2,908.0
Altona North,2013,2,NO2,4669.0
Altona North,2013,2,O3,11346.0
Altona North,2013,2,SO2,781.0
Altona North,2013,3,NO2,6526.0
Altona North,2013,3,O3,13738.0
Altona North,2013,3,SO2,1187.0
Altona North,2013,4,NO2,7349.0
Altona North,2013,4,O3,10376.0
Altona North,2013,4,SO2,649.0
Altona North,2013,5,NO2,10559.0
Altona North,2013,5,O3,8370.0
Altona North,2013,5,SO2,860.0
Altona North,2013,6,NO2,10314.0
Altona North,2013,6,O3,6643.0
Altona North,2013,6,SO2,1071.0
Altona North,2013,7,NO2,9846.0
Altona North,2013,7,O3,8485.0
Altona North,2013,7,SO2,592.0
Altona North,2013,8,NO2,7380.0
Altona North,2013,8,O3,12236.0
Altona North,2013,8,SO2,484.0
Altona North,2013,9,NO2,8227.0
Altona North,2013,9,O3,11131.0
Altona North,2013,9,SO2,974.0
Altona North,2013,10,NO2,4897.0
