sp_name,year,month,param_id,PV
Alphington,2004,1,API,276.10999999999996
Alphington,2004,1,CO,151.10000000000008
Alphington,2004,1,NO2,4528.0
Alphington,2004,1,O3,8654.0
Alphington,2004,1,PM10,12311.899999999994
Alphington,2004,1,PPM2.5,47.99999999999999
Alphington,2004,1,SO2,300.0
Alphington,2004,2,API,316.13000000000005
Alphington,2004,2,CO,203.09999999999982
Alphington,2004,2,NO2,6599.0
Alphington,2004,2,O3,7529.0
Alphington,2004,2,PM10,14494.500000000025
Alphington,2004,2,PPM2.5,72.5
Alphington,2004,2,SO2,381.0
Alphington,2004,3,API,292.3000000000005
Alphington,2004,3,CO,204.79999999999916
Alphington,2004,3,NO2,7427.0
Alphington,2004,3,O3,8279.0
Alphington,2004,3,PM10,15410.899999999983
Alphington,2004,3,PPM2.5,70.10000000000001
Alphington,2004,3,SO2,514.0
Alphington,2004,4,API,367.2500000000001
Alphington,2004,4,CO,169.7999999999996
Alphington,2004,4,NO2,8740.0
Alphington,2004,4,O3,7859.0
Alphington,2004,4,PM10,15842.00000000001
Alphington,2004,4,PPM2.5,80.30000000000001
Alphington,2004,4,SO2,657.0
Alphington,2004,5,API,508.75000000000045
Alphington,2004,5,CO,363.20000000000016
Alphington,2004,5,NO2,9985.0
Alphington,2004,5,O3,6145.0
Alphington,2004,5,PM10,13501.30000000001
Alphington,2004,5,PPM2.5,113.99999999999999
Alphington,2004,5,SO2,608.0
Alphington,2004,6,API,355.5399999999993
Alphington,2004,6,CO,259.5999999999985
Alphington,2004,6,NO2,8377.0
Alphington,2004,6,O3,8205.0
Alphington,2004,6,PM10,10186.099999999988
Alphington,2004,6,PPM2.5,53.500000000000014
Alphington,2004,6,SO2,206.0
Alphington,2004,7,API,411.68999999999954
Alphington,2004,7,CO,358.3999999999999
Alphington,2004,7,NO2,10177.0
Alphington,2004,7,O3,7704.0
Alphington,2004,7,PM10,9747.499999999998
Alphington,2004,7,PPM2.5,62.900000000000006
Alphington,2004,7,SO2,286.0
Alphington,2004,8,API,423.3499999999998
Alphington,2004,8,CO,346.89999999999975
Alphington,2004,8,NO2,9364.0
Alphington,2004,8,O3,6879.0
Alphington,2004,8,PM10,10062.999999999996
Alphington,2004,8,PPM2.5,74.6
Alphington,2004,8,SO2,318.0
Alphington,2004,9,API,345.9799999999997
Alphington,2004,9,CO,294.80000000000103
Alphington,2004,9,NO2,9560.0
Alphington,2004,9,O3,7483.0
Alphington,2004,9,PM10,8341.9
Alphington,2004,9,PPM2.5,45.900000000000006
Alphington,2004,9,SO2,358.0
Alphington,2004,10,API,341.37999999999965
Alphington,2004,10,CO,324.7999999999997
Alphington,2004,10,NO2,8342.0
Alphington,2004,10,O3,10036.0
Alphington,2004,10,PM10,12885.30000000001
Alphington,2004,10,PPM2.5,52.9
Alphington,2004,10,SO2,290.0
Alphington,2004,11,API,343.6199999999997
Alphington,2004,11,CO,268.00000000000074
Alphington,2004,11,NO2,7583.0
Alphington,2004,11,O3,10071.0
Alphington,2004,11,PM10,13106.299999999992
