sp_name,year,month,param_id,PV
Alphington,2009,1,API,348.29999999999967
Alphington,2009,1,CO,139.79999999999998
Alphington,2009,1,NO2,5744.0
Alphington,2009,1,O3,10945.0
Alphington,2009,1,PM10,17110.6
Alphington,2009,1,PPM2.5,68.3
Alphington,2009,1,SO2,462.0
Alphington,2009,2,API,613.53
Alphington,2009,2,CO,191.90000000000003
Alphington,2009,2,NO2,5881.0
Alphington,2009,2,O3,12397.0
Alphington,2009,2,PM10,20485.100000000013
Alphington,2009,2,PPM2.5,128.0
Alphington,2009,2,SO2,516.0
Alphington,2009,3,API,439.5399999999999
Alphington,2009,3,CO,148.7999999999998
Alphington,2009,3,NO2,8581.0
Alphington,2009,3,O3,8449.0
Alphington,2009,3,PM10,17845.999999999993
Alphington,2009,3,PPM2.5,83.19999999999999
Alphington,2009,3,SO2,594.0
Alphington,2009,4,API,497.6899999999999
Alphington,2009,4,CO,131.30000000000007
Alphington,2009,4,NO2,7319.0
Alphington,2009,4,O3,6128.0
Alphington,2009,4,PM10,14641.300000000012
Alphington,2009,4,PPM2.5,99.5
Alphington,2009,4,SO2,-702.0
Alphington,2009,5,API,678.8400000000007
Alphington,2009,5,CO,334.19999999999953
Alphington,2009,5,NO2,9269.0
Alphington,2009,5,O3,6744.0
Alphington,2009,5,PM10,14752.5
Alphington,2009,5,PPM2.5,127.4
Alphington,2009,5,SO2,-582.0
Alphington,2009,6,API,580.7600000000002
Alphington,2009,6,CO,331.89999999999986
Alphington,2009,6,NO2,8587.0
Alphington,2009,6,O3,5791.0
Alphington,2009,6,PM10,10450.400000000007
Alphington,2009,6,PPM2.5,107.0
Alphington,2009,6,SO2,-665.0
Alphington,2009,7,API,350.91000000000065
Alphington,2009,7,CO,154.90000000000012
Alphington,2009,7,NO2,7579.0
Alphington,2009,7,O3,9487.0
Alphington,2009,7,PM10,9454.99999999999
Alphington,2009,7,PPM2.5,72.4
Alphington,2009,7,SO2,-886.0
Alphington,2009,8,API,334.2399999999999
Alphington,2009,8,CO,78.30000000000075
Alphington,2009,8,NO2,5838.0
Alphington,2009,8,O3,8687.0
Alphington,2009,8,PM10,10012.399999999987
Alphington,2009,8,PPM2.5,62.79999999999999
Alphington,2009,8,SO2,-1077.0
Alphington,2009,9,API,302.0000000000004
Alphington,2009,9,CO,59.09999999999991
Alphington,2009,9,NO2,6247.0
Alphington,2009,9,O3,10383.0
Alphington,2009,9,PM10,12296.999999999993
Alphington,2009,9,PPM2.5,51.00000000000001
Alphington,2009,9,SO2,-920.0
Alphington,2009,10,API,304.6900000000001
Alphington,2009,10,CO,20.900000000000038
Alphington,2009,10,NO2,5419.0
Alphington,2009,10,O3,9433.0
Alphington,2009,10,PM10,11895.400000000005
Alphington,2009,10,PPM2.5,50.50000000000001
Alphington,2009,10,SO2,-805.0
Alphington,2009,11,API,389.82999999999953
Alphington,2009,11,CO,39.50000000000009
